burst,cold_nodes_start,jobs_in_burst,jobs_scheduled_onto_cold_nodes,newly_warmed_nodes,cold_nodes_after,burst_cold_node_job_minutes,sequential_affected_job_minutes,cumulative_burst_cold_node_job_minutes,cumulative_sequential_affected_job_minutes
1,50,50,50.0,31.79151599564416,18.20848400435584,50.0,31.79151599564416,50.0,31.79151599564416
2,18.20848400435584,50,18.20848400435584,11.577506209618189,6.63097779473765,18.20848400435584,11.577506209618189,68.20848400435584,43.369022205262354
3,6.63097779473765,50,6.63097779473765,4.216176732563264,2.4148010621743854,6.63097779473765,4.216176732563264,74.83946179909348,47.585198937825616
4,2.4148010621743854,50,2.4148010621743854,1.5354037318883096,0.8793973302860758,2.4148010621743854,1.5354037318883096,77.25426286126788,49.120602669713925
5,0.8793973302860758,50,0.8793973302860758,0.559147485846331,0.3202498444397448,0.8793973302860759,0.559147485846331,78.13366019155396,49.67975015556026
